scenario,size,aux,work_units,emitted_units,elapsed_ns,units_per_second,alloc_calls,alloc_bytes,rss_before_kib,rss_after_kib,rss_peak_kib,fds_before,fds_after,file_logical_bytes,file_physical_bytes,range_records,feeds,private_artifacts
immutable-separate-enrichment-random-lookup,4000,64,10000000,0,2780363644,3596651.834,0,0,5420,5564,5564,7,7,204800,204800,10000,64,0
live-direct-scan,4000,0,1000000,0,7026706,142314193.877,0,0,5108,5336,5336,6,6,94208,94208,4000,0,0
immutable-direct-scan,4000,0,1000000,0,7572416,132058249.309,0,0,5308,5384,5384,5,5,69632,69632,4000,0,0
live-open,4000,1,100,0,5811897,17206.086,1400,33800,5212,5256,5256,4,4,94208,94208,4000,0,0
live-open,4000,256,100,0,22288812,4486.556,1400,33800,5196,5340,5340,4,4,94208,94208,4000,0,0
snapshot,4000,0,4000,0,7535828,530797.677,31,939,5116,5264,5264,4,4,69632,69632,4000,0,0
live-validation,4000,0,17,0,3200574,5311.547,28,1540,5132,5204,5756,4,4,94208,94208,4000,0,0
live-membership-validation,4000,64,60,0,3984112,15059.818,28,1540,5084,5224,5896,4,4,270336,270336,4000,64,0
immutable-validation,4000,0,15,0,2849435,5264.201,28,1540,5272,5344,6004,4,4,69632,69632,4000,0,0
immutable-feed-random,1000,0,1000,1000,9138158,109431.244,19,295527,3412,5312,5312,4,4,53248,53248,1000,1,0
history-project,1000,7,1000,876,1949496,512953.091,31,6320,5092,5348,5348,6,6,69632,69632,876,7,0
membership-matching-feeds,1000,64,1000000,4000000,579597856,1725334.194,0,0,5132,5392,5392,6,6,131072,131072,1000,64,0
membership-cardinalities,1000,64,1000,64,62209,16074844.476,5,313152,5356,5604,5604,6,6,131072,131072,1000,64,0
membership-selected-pair,1000,2,1000,3,68458,14607496.567,7,311418,5252,5520,5524,6,6,77824,77824,1000,2,0
membership-all-pairs,1000,8,1000,36,72689,13757239.747,7,312264,5380,5508,5508,6,6,77824,77824,1000,8,0
direct-provider-join,1000,1,1000,251,79067,12647501.486,6,333629,5376,5592,5592,8,8,77824,77824,1000,1,0
membership-provider-join,1000,1,1000,3,94285,10606140.956,11,622674,5428,5604,5604,8,8,77824,77824,1000,1,0
algebra-count,1000,2,2000,1,151613,13191480.942,13,626436,5292,5400,5400,8,8,77824,77824,1000,2,0
algebra-compare,1000,2,2000,1,164266,12175374.088,17,626448,5440,5548,5548,8,8,77824,77824,1000,2,0
algebra-publish-preserve,1000,2,2000,1000,5723310,349448.134,35,971151,5312,5696,5696,8,8,53248,53248,1000,2,0
algebra-publish-flat,1000,2,2000,1000,5918992,337895.371,35,971139,5396,5720,5720,8,8,53248,53248,1000,1,0
update-ipsets-workflow,1000,7,13600,5005,20048124,678367.712,251,2708399,5532,5640,5640,4,4,53248,53248,1100,9,0
