scenario,size,aux,work_units,emitted_units,elapsed_ns,units_per_second,alloc_calls,alloc_bytes,rss_before_kib,rss_after_kib,rss_peak_kib,fds_before,fds_after,file_logical_bytes,file_physical_bytes,range_records,feeds,private_artifacts
membership-import,1000000,421,1000000,0,46244156,21624354.005,20,474,4956,33076,46232,6,6,14315520,14315520,1000000,421,0
membership-import,1000000,421,1000000,0,44443585,22500435.102,20,474,4688,32908,46476,6,6,14315520,14315520,1000000,421,0
membership-import,1000000,421,1000000,0,44922577,22260521.697,20,474,4876,32992,46908,6,6,14315520,14315520,1000000,421,0
membership-import,1000000,421,1000000,0,46614570,21452520.103,20,474,4772,32956,46380,6,6,14315520,14315520,1000000,421,0
membership-import,1000000,421,1000000,0,50017039,19993186.722,20,474,4732,32952,46108,6,6,14315520,14315520,1000000,421,0
nested-overwrite,1000000,0,1000000,0,294942821,3390487.677,22,262550,4184,4928,58724,4,4,56410112,56410112,1999999,0,0
nested-overwrite,1000000,0,1000000,0,289722465,3451579.083,22,262550,3996,4744,59356,4,4,56410112,56410112,1999999,0,0
nested-overwrite,1000000,0,1000000,0,290286894,3444867.890,22,262550,4244,4868,59612,4,4,56410112,56410112,1999999,0,0
nested-overwrite,1000000,0,1000000,0,293438207,3407872.513,22,262550,4216,4840,59640,4,4,56410112,56410112,1999999,0,0
nested-overwrite,1000000,0,1000000,0,298622085,3348714.145,22,262550,4236,4860,59292,4,4,56410112,56410112,1999999,0,0
update-ipsets-workflow,1000000,7,13600000,3201805,1058340487,12850306.841,251,2708399,5348,5452,108844,4,4,15618048,15618048,1100000,9,0
update-ipsets-workflow,1000000,7,13600000,3201805,1084186115,12543971.752,251,2708399,5400,5504,108340,4,4,15618048,15618048,1100000,9,0
update-ipsets-workflow,1000000,7,13600000,3201805,1077749942,12618882.609,251,2708399,5384,5492,109012,4,4,15618048,15618048,1100000,9,0
update-ipsets-workflow,1000000,7,13600000,3201805,1086866265,12513039.035,251,2708399,5372,5480,108008,4,4,15618048,15618048,1100000,9,0
update-ipsets-workflow,1000000,7,13600000,3201805,1131252532,12022072.539,251,2708399,5400,5504,108928,4,4,15618048,15618048,1100000,9,0
live-direct-random-lookup,1000000,0,1000000,0,231050727,4328053.900,0,0,8796,25344,25344,6,6,16871424,16871424,1000000,0,0
live-direct-random-lookup,1000000,0,1000000,0,216591030,4616996.373,0,0,8740,25288,25288,6,6,16871424,16871424,1000000,0,0
live-direct-random-lookup,1000000,0,1000000,0,221686945,4510865.536,0,0,8888,25436,25436,6,6,16871424,16871424,1000000,0,0
live-direct-random-lookup,1000000,0,1000000,0,227791044,4389988.221,0,0,8768,25316,25316,6,6,16871424,16871424,1000000,0,0
live-direct-random-lookup,1000000,0,1000000,0,225896974,4426796.793,0,0,8852,25400,25400,6,6,16871424,16871424,1000000,0,0
immutable-direct-random-lookup,1000000,0,1000000,0,201394784,4965371.894,0,0,8952,22868,35308,5,5,14176256,14176256,1000000,0,0
immutable-direct-random-lookup,1000000,0,1000000,0,194884078,5131255.515,0,0,8920,22772,34888,5,5,14176256,14176256,1000000,0,0
immutable-direct-random-lookup,1000000,0,1000000,0,200148033,4996301.912,0,0,8956,22872,35016,5,5,14176256,14176256,1000000,0,0
immutable-direct-random-lookup,1000000,0,1000000,0,198855055,5028788.431,0,0,8960,22876,34756,5,5,14176256,14176256,1000000,0,0
immutable-direct-random-lookup,1000000,0,1000000,0,196506465,5088891.096,0,0,8904,22820,35264,5,5,14176256,14176256,1000000,0,0
live-validation,1000000,0,4113,0,11261235,365235.252,28,1540,4848,4984,20880,4,4,16871424,16871424,1000000,0,0
live-validation,1000000,0,4113,0,13438358,306064.178,28,1540,4816,4952,20924,4,4,16871424,16871424,1000000,0,0
live-validation,1000000,0,4113,0,10273325,400357.236,28,1540,4848,5040,21200,4,4,16871424,16871424,1000000,0,0
live-validation,1000000,0,4113,0,14453430,284569.130,28,1540,4784,4920,20884,4,4,16871424,16871424,1000000,0,0
live-validation,1000000,0,4113,0,10252036,401188.603,28,1540,4740,4916,21020,4,4,16871424,16871424,1000000,0,0
